Date,Grupo Galicia,YPF,Apple,Microsoft,S&P 500 ETF
2023-01-03,268.8608093261719,8.710000038146973,123.33063507080078,234.42355346679688,367.1507873535156
2023-01-04,275.6949462890625,8.710000038146973,124.60270690917969,224.16912841796875,369.9852294921875
2023-01-05,296.2002868652344,9.350000381469727,123.28132629394531,217.5252685546875,365.7624816894531
2023-01-06,307.3387756347656,9.449999809265137,127.8173599243164,220.0888671875,374.150146484375
2023-01-09,310.55657958984375,9.75,128.33999633789062,222.23178100585938,373.93804931640625
2023-01-10,314.1043395996094,9.720000267028809,128.91189575195312,223.92454528808594,376.5604248046875
2023-01-11,339.1865234375,9.869999885559082,131.63356018066406,230.69558715820312,381.3231201171875
2023-01-12,364.5161437988281,10.350000381469727,131.55467224121094,233.37660217285156,382.71142578125
2023-01-13,377.05718994140625,11.079999923706055,132.88587951660156,234.0811004638672,384.19610595703125
2023-01-17,407.99737548828125,12.220000267028809,134.0494842529297,235.17701721191406,383.4923400878906
2023-01-18,362.2059631347656,11.210000038146973,133.32965087890625,230.73472595214844,377.4377746582031
2023-01-19,375.7784423828125,11.220000267028809,133.3887939453125,226.93820190429688,374.6900634765625
2023-01-20,409.31744384765625,11.920000076293945,135.95263671875,235.04981994628906,381.67022705078125
2023-01-23,406.0997314453125,11.979999542236328,139.14759826660156,237.35903930664062,386.24969482421875
2023-01-24,399.3341369628906,12.0,140.54783630371094,236.83062744140625,385.83514404296875
2023-01-25,418.2282409667969,12.079999923706055,139.8871307373047,235.43141174316406,385.979736328125
2023-01-26,420.78594970703125,12.020000457763672,141.95794677734375,242.66236877441406,390.2217712402344
2023-01-27,407.131103515625,11.539999961853027,143.90054321289062,242.8189239501953,391.1184387207031
2023-01-30,386.05047607421875,11.149999618530273,141.01129150390625,237.48623657226562,386.2110900878906
2023-01-31,404.2845764160156,11.949999809265137,142.2833251953125,242.47645568847656,391.8897705078125
2023-02-01,396.03387451171875,11.75,143.4075164794922,247.3101348876953,396.0546875
2023-02-02,396.03387451171875,11.470000267028809,148.7225341796875,258.9050598144531,401.82000732421875
2023-02-03,375.4071044921875,11.180000305175781,152.35137939453125,252.7896270751953,397.5490417480469
2023-02-06,376.6446838378906,11.479999542236328,149.61985778808594,251.24359130859375,395.11944580078125
2023-02-07,383.6577453613281,11.539999961853027,152.499267578125,261.80133056640625,400.28704833984375
2023-02-08,390.25836181640625,11.550000190734863,149.8072509765625,260.9892578125,395.9100341796875
2023-02-09,387.78314208984375,11.279999732971191,148.7718505859375,257.9461975097656,392.477783203125
2023-02-10,389.8458251953125,11.579999923706055,149.1372528076172,257.4373474121094,393.3937072753906
2023-02-13,411.29766845703125,12.029999732971191,151.94204711914062,265.4804382324219,398.01177978515625
2023-02-14,428.21160888671875,12.09000015258789,151.30010986328125,266.31219482421875,397.82861328125
2023-02-15,418.5170593261719,11.880000114440918,153.4036865234375,264.18353271484375,399.12054443359375
2023-02-16,424.9113464355469,11.890000343322754,151.8037567138672,257.1503601074219,393.6251525878906
2023-02-17,409.6474609375,11.40999984741211,150.6581573486328,253.13827514648438,392.6417541503906
2023-02-22,400.24169921875,11.369999885559082,147.0633087158203,246.7131805419922,384.2347412109375
2023-02-23,410.06005859375,11.710000038146973,147.54721069335938,249.91102600097656,386.2785949707031
2023-02-24,406.759765625,11.880000114440918,144.8905792236328,244.46685791015625,382.15228271484375
2023-02-27,413.3603515625,12.109999656677246,146.0855712890625,245.38894653320312,383.4538269042969
2023-02-28,404.6145935058594,11.770000457763672,145.5819091796875,244.66305541992188,382.0365905761719
2023-03-01,404.3670959472656,12.100000381469727,143.50791931152344,241.57315063476562,380.5710754394531
2023-03-02,387.78314208984375,11.550000190734863,144.1005096435547,246.3208465576172,383.53094482421875
2023-03-03,392.7336120605469,11.930000305175781,149.1570281982422,250.42108154296875,389.6819152832031
2023-03-06,403.2532043457031,12.710000038146973,151.9222869873047,251.9709930419922,389.9518737792969
2023-03-07,392.8985900878906,11.800000190734863,149.71994018554688,249.30282592773438,383.974365234375
2023-03-08,408.2448425292969,12.050000190734863,150.9741973876953,248.8614044189453,384.6011047363281
2023-03-09,402.6343994140625,11.5600004196167,148.72247314453125,247.5077667236328,377.5052185058594
2023-03-10,383.4102783203125,10.649999618530273,146.65838623046875,243.84889221191406,372.05810546875
2023-03-13,367.1976318359375,9.90999984741211,148.60397338867188,249.0772247314453,371.52783203125
2023-03-14,356.3066711425781,9.779999732971191,150.69766235351562,255.81625366210938,377.669189453125
2023-03-15,336.87628173828125,9.270000457763672,151.09271240234375,260.3775634765625,375.30712890625
2023-03-16,359.1531677246094,9.520000457763672,153.91722106933594,270.93231201171875,381.8919372558594
2023-03-17,348.13848876953125,9.050000190734863,153.07777404785156,274.1007080078125,377.4266052246094
2023-03-20,341.57916259765625,9.130000114440918,155.44801330566406,267.0380554199219,381.0557861328125
2023-03-21,363.6085510253906,9.819999694824219,157.30470275878906,268.5584716796875,386.0592346191406
2023-03-22,351.933837890625,9.770000457763672,155.8726806640625,267.0968933105469,379.4783020019531
2023-03-23,341.41424560546875,9.65999984741211,156.9590301513672,272.364501953125,380.504150390625
2023-03-27,361.8759460449219,10.3100004196167,156.3170928955078,271.1088562011719,383.7171936035156
2023-03-28,370.2916564941406,10.829999923706055,155.69491577148438,269.9808654785156,382.8558349609375
2023-03-29,379.69744873046875,11.229999542236328,158.77621459960938,275.1601257324219,388.42059326171875
2023-03-30,378.5836181640625,11.430000305175781,160.34649658203125,278.6325988769531,390.6949462890625
2023-03-31,365.3825378417969,10.979999542236328,162.85501098632812,282.8015441894531,396.20166015625
2023-04-03,380.3987731933594,11.649999618530273,164.10926818847656,281.751953125,397.71142578125
2023-04-04,372.51934814453125,11.399999618530273,163.57595825195312,281.7029113769531,395.50482177734375
2023-04-05,372.8080749511719,11.470000267028809,161.7291259765625,278.9171142578125,394.46929931640625
2023-04-10,369.5078430175781,12.300000190734863,160.0205841064453,283.87078857421875,396.41455078125
2023-04-11,382.7914733886719,12.40999984741211,158.80587768554688,277.4358825683594,396.52099609375
2023-04-12,406.8422546386719,12.539999961853027,158.11453247070312,278.0833435058594,394.9048156738281
2023-04-13,412.57647705078125,12.350000381469727,163.50682067871094,284.31219482421875,400.1501770019531
2023-04-14,422.1473083496094,12.449999809265137,163.16116333007812,280.6827392578125,399.1726989746094
2023-04-17,436.6685791015625,12.279999732971191,163.180908203125,283.2919921875,400.6051025390625
2023-04-18,433.20330810546875,12.220000267028809,164.40554809570312,282.8702697753906,400.8663330078125
2023-04-19,414.26788330078125,11.5600004196167,165.55116271972656,282.9486999511719,400.798583984375
2023-04-20,427.1802673339844,11.479999542236328,164.58331298828125,280.6533508300781,398.61138916015625
2023-04-21,437.3285827636719,11.300000190734863,162.97352600097656,280.3099670410156,398.92108154296875
2023-04-24,445.41436767578125,11.430000305175781,163.2796630859375,276.3961181640625,399.3372802734375
2023-04-25,446.3219299316406,11.119999885559082,161.739013671875,270.1672058105469,392.9982604980469
2023-04-26,443.68170166015625,11.020000457763672,161.7291259765625,289.7367248535156,391.33367919921875
2023-04-27,435.7197265625,11.079999923706055,166.3214874267578,299.01629638671875,399.1242980957031
2023-04-28,431.22314453125,11.119999885559082,167.57568359375,301.39990234375,402.5309143066406
2023-05-02,429.7379455566406,10.8100004196167,166.44985961914062,299.5852355957031,397.60491943359375
2023-05-03,417.56817626953125,10.619999885559082,165.37335205078125,298.594482421875,394.8757629394531
2023-05-04,407.5023498535156,10.539999961853027,163.7339630126953,299.5852355957031,392.078857421875
2023-05-05,441.2989501953125,11.390000343322754,171.41746520996094,304.7252502441406,399.3372802734375
2023-05-08,452.08770751953125,11.520000457763672,171.34835815429688,302.763427734375,399.4437255859375
2023-05-09,453.7774658203125,11.739999771118164,169.63983154296875,301.1449890136719,397.69207763671875
2023-05-10,460.27679443359375,11.649999618530273,171.4075927734375,306.3536071777344,399.5501708984375
2023-05-11,478.7345886230469,11.75,171.59524536132812,304.19561767578125,398.8533935546875
2023-05-12,480.77099609375,11.359999656677246,170.66563415527344,303.0773010253906,398.33074951171875
2023-05-15,470.5888366699219,11.130000114440918,170.171142578125,303.5579528808594,399.7050476074219
2023-05-16,454.94732666015625,10.800000190734863,170.171142578125,305.79449462890625,397.0339050292969
2023-05-17,473.5785217285156,11.0600004196167,170.78428649902344,308.6847229003906,401.853515625
2023-05-18,476.3082275390625,10.880000114440918,173.11822509765625,313.1282043457031,405.72467041015625
2023-05-19,476.6982116699219,10.8100004196167,173.22706604003906,312.9512939453125,405.13427734375
2023-05-22,464.2196350097656,10.800000190734863,172.2776336669922,315.7431640625,405.298828125
2023-05-23,472.4520263671875,11.170000076293945,169.666748046875,309.92340087890625,400.7502136230469
2023-05-24,480.77099609375,11.380000114440918,169.9436492919922,308.5372314453125,397.8468322753906
2023-05-30,494.07293701171875,11.279999732971191,175.3434295654297,325.6033935546875,406.64398193359375
